user_id,business_id,name,neighborhood,stars
6YmRpoIuiq8I19Q8dHKTHw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
vqNhX1nzCwThy3XHom08-w,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
yz0s55qwi_WqVjmbyZ9ICw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
fYSNnu17Y63dI-56SqAzLA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
N9HEaAnwrXEmHZ5E8QXa4w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
K0smJHWZeKZQ4ca0eXPnWQ,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
D7DuNGPWZUmqFvAF-Otqyw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
HfL8yXi6AcOxc5UhEe-dKA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
rdWqubsf5kLT4RtN3JW0Rw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
e6fU2rOLDXSzTpbhwhRQkg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
ABm3ocOu7J6XzB9cYYUViQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
lIIf3E3jkPLzDn4XzK0JPQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,2
PD-L5UImaZZQdpKIgmZh5A,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
ufVTXR_WG4L7rjm2nyMbVg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
uddL2W9V3ThfShnFBdP9PQ,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
HWye3JP0TVrW1QrvAMisOQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
DJuCp6NVHAmfolqDAsSQpQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
lM19Y0-Zj3E_4Q2ygZz9FQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
OyfuYYvfKRBalPAH7PqpNg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
UEPG6AafC_CWDLCDEfLy2A,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
bZtS-YcNzOI-xTQnA2Dezg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
R-8VuPFv0OisoJZlTFalsQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
R-8VuPFv0OisoJZlTFalsQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
otbu_-MnzC9XsD11g4j5SQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
H2ypgSQanDLuP3wkVJM1Vw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
Pn31zPx6H3fmvjWweg1U2A,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
mQ2fhdXToxGFaNUKuaT91Q,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
7a2ESiDMb2v00-5dOXHbYw,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
C8RNWBpSPtmnhdJJSTOa7g,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
UJPy-RaihCkZM0cduqKpBg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
yYWXDCaKA_6vH9FnLwlu8w,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
h9q_4XP5XpTxwUUVJW-5qg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
hSpmR2fg4tOikTXyAx_X2Q,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
gakhurT9xcjCdPCBY541Gg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
7ofNr44pXEe6CnIWO_qW2A,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
H7x9sZ0aXkI6zU1yy6NuEw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
nr2Pffau3I3rjE0mDGeE1Q,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
VeiabAPM1lsmD7aoCMWrWw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
h0CvRLRx8grsteP6qYTdnw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
h0CvRLRx8grsteP6qYTdnw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
ZKIZEDFPtyeTCjctwqWw_Q,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
WnCgHejW56lBgQRZvwOLhw,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
q93KSB8PtxchdgcY17bH8Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
HkFKRrXkNnXdJm58Eo4I7Q,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
D8PJTlkMlwAyDjow3pup_Q,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
_kEAWMqaESeMWPZ0a7oKjQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
2hvRUj7K1HCrPyqicuS7gw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
rjTa7RlDuyMY49zf7olXYg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
-bj4evSejxRDuvYnmcGNrg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
aDFymRXdpTgNl1XFGsrVTA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
xkGP6IEypSiyGziN7w1KAw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
LsFQyJ7-rSD8J7qxHuVX9Q,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
rPjKsctfGJXy-AIJdxBhHw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
axzZY66fuQDjwdUzP4EyOQ,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
FK_JfGRA_r0HwqDQ_-KTVA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
U08821SGyUmcjnoxAhA94Q,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
jR00ESlM7Rmg9tFYwMbh4A,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
0JzIDpRUdnc_qgo5MEy5rA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
9d45b2HFZUTffGP3MwzNyQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
gIreVYvrWe9zPvHOCujs8g,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,4
YwaKGmRNnSa3R3N4Hf9jLw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
8OT2HCFRjj6IeaNif1gJaQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
PQ6-FZpUn2oFLyBGvdiG3w,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
nLzTX0cRlTNj87qLTm6j7A,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,3
tt45ZyFCy4LvFm2kek8RUw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
g5UbFGRWYgzy-pgt4992xA,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
PPQd20F20eIWBdnrf2iArg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
A4f0YM-YV8Ycb7U74XytWQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
hkxE87uTHGgOlVBvzhVfhw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
xYKP-R3XhIqYOe07_U9a7w,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
L7xRncCG-irmaFlDNhMHiA,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,4
Il5HndUQ22apHtiRPvVRuQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
PtqfnjV_oL4TF7I1tDPsdg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
U9yWtQO_0LPjtaU9jN0JsA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
vJIORM_fgihqqdxM1BcaFA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
Qh4-Rne1vfwFwTwcV2_lBA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
AXwXOmzNHLkoB3BZSVXTXg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
EJPBXvEdaodsPQuYBT6low,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,3
qt1b6zXExL-uoJGRRouQYw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
8yJwzY5kRfRTqg5UdoMAsA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
f3ok0Mee8kF8f6ljjPo_hA,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
Q4vP8t8lNj6JjXyw3fR-jg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
rvkfj-mc7fKQCx87WuqneA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
89jHtPMRv7iPj0Wa9RWhFQ,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
QNTKyTrV5mOSIO0lPI1T8Q,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
5wmd2ZhhZ9zwCpnhmWgGyw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
nOJl2Hsyhnun1o98uRUtzg,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
Ef6GGxdv-AoTmwP93lTQmw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
0mGnLZaS85vWnNKPUDHDxQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
EwVOzPejkAkYyaxRBdm8Ow,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
xhMschtYAWMwJNhBXzAkVA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
J9LYbG5nH2pw_F_0kyUVZg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
YRTAg6K2nJ1SgBMKMyBl4Q,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
jaeStT5rpWrdSA_5MjWelA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
M6ceu8Yqi13TEEQ8XuGnZQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
et_GDGFfG2BFVkLzRK2mTQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
huwzmJvpvXmqeoGoE5PGbw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
5XAXkk6WENi0OW_HSSXRWA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
-Cfdld6UqO6rx72WNE9yvg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
c2WZFb2MiYCTJUNJ0tU51g,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
j_C7CSrufcrOoglKrYygKw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
mKl0XBCWrNQEMgaHHmcNPg,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
Z4Q2qAL7fjr931r9qK9G7Q,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
CRlIhFoFQZQPw0GAU65YsQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
CRlIhFoFQZQPw0GAU65YsQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
kcLuh-ck_Zj07TsodaaNUA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
VTnac8xbxK-ULLCg0aNkhw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
7dAGDV9HiFqCMIg24Rw5dg,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
PV0VEhlmhc2BjzMZEbpWlg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,3
8HrCHH3zrBiZRQtCmKh2XA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
7KCu-jnTDVwlBiwRk3Uj3A,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,1
weB4EqFvwkvbjq1II2yjKA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
ZRig-eQQZ-VGiyIPr1t-gA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
mY3mROf28N-vY1fpR-FFUw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
edZ6kTxithgtctw1crIkBA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
y80788j8cq_WZu3AmR68Gg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
Vkj42md-5O3VoOD9pBg6Sw,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
xRbBt5MVKZ5-_8HhhfI26g,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
xRbBt5MVKZ5-_8HhhfI26g,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
r1D3I2QXRgbsvN8OTGSB7w,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,3
4q1GOTm23q-qG3o5Kpz81Q,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
qRmMrlv0px3qbCZ_qPIbJA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
mY3mROf28N-vY1fpR-FFUw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
8IQd8sdAxiKWnG9tO0YCRA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,2
_140va28kpIvV4qH5AtaNA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,2
OpXfAiFvy1M9GKCJrYezqA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
OpXfAiFvy1M9GKCJrYezqA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
qza0ko5uyVZPp31N6gdr5A,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
ZkOmb0VTGQRQEWhhvBn0Zw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
i3pJ8vAWMiitHXJAmu7BhA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
CcJAs3QyoPdnTTKKpsbA_A,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
FSVx_X_zlzTthi2cegzUMw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
lUPSEbFRd3jDOM5agGnjWQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
9ZPpYg6GX2rsaasLeoVwkg,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
mvcz586D4WoLcrhT3dwEHg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
p6_VRzQMYM-JTTpsdBFOeA,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,4
R37L-xsl69dUwQn4fUHtcw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,5
QZrVgKxdD-FH4cHleS0WYQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
5P9y1rlgX5fuauKvXatopQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
tuNY2ySogVQQI-Twgqeb-w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
BfWm-stpIQ2ztIrm66emBQ,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,3
qM860LaOe0n0CpBEPQKycQ,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,4
N00VoXdiyEBwOIWwD5PYKA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
n-DehtBwQ79dJnFY9BQseQ,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
TSjtZHE0KCvy2KoWQuwt2Q,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,1
fBdD69y-O15tDxy2yXZBUA,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
CgtFm96LKYXy9jBOms1Nuw,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,1
DULDKEiC9QqDJHUZDk6Ojg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
uOnTXLITkZEIE-5twIbEDQ,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,2
mnoe2vwouRADn97dTDkw4A,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,5
_TcEFH5wuD34G_wkIFPVbA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
EE9txZm_zUFqWeYGVGaFNg,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
TmwNxKndiBtliYqirkVL8w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
UVUIi0q38pAvsfuEEppe0Q,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
pl9w4iMnxzOu-R76YNC20Q,pik4ebdFa0UcUhnNkivFcg,"""Carmine's Italian Restaurant - Las Vegas""",The Strip,5
lgopQzXCir1OiBVMOsX9jA,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,5
QJW33YrUGp-wVMI8M5mObg,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,4
y1wxzjHrr6O4ZfvWjgf5iw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,1
a9UymHuKxZKMnHXOo3nLKA,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,5
3TCjUW662RHizV8ED4CrRQ,CCRgGKhzxSpl38w7yhqKUw,"""Noodles""",The Strip,4
RvVNfrVXso5NClIPbWl95w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,5
b1eIktt0jIY0ha9r4d064A,7fxebHYUwIF6CakxSr70iQ,"""Carnevino""",The Strip,1
E66cUwrSnNdusUJaugARMw,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,1
YMgZqBUAddmFErxLtCfK_w,u-67zd1ImTv3EEr5kIdWrA,"""House of Blues - Music Venue""",The Strip,2
YMgZqBUAddmFErxLtCfK_w,Cni2l-VKG_pdospJ6xliXQ,"""Burger Bar""",The Strip,4
WzZf0tkegf17U_IPz9v7Nw,pKk7jCFIm96qDdk0laVT2w,"""StripSteak""",The Strip,3
